Ort::REDE_GIDs;Ort::Longitude;Ort::Latitude;Ort::Name;Bogennummer;Ort::Sprache;Transliteration WS29;WS29: Stammvokal Positiv;WS29: Stammauslaut Positiv;WS29: Stammvokal Komparativ;WS29: Stammauslaut Komparativ;
140498;12,80099;50,47348;RITTERSGRￃﾜN;13054;1;Unnere Bärg sei nett ä su huch, eire sei viel hecher.;u;ch;e;ch;
542348;12,800879;50,61883463;KￃﾜHNHEIDE;13187;1;Unnere Bàrg sei net sähr huch, eure sei viel höcher.;u;ch;ö;ch;
142276;12,7795;50,77904;URSPRUNG;13286;1;Unsre Barge sei nich sähr huch, eure sei viel hächer.;u;ch;ä;ch;
542291;12,79845622;50,93588982;HEIERSDORF;12898;1;Unser Barg sin nich ser huch, euere sin viel höcher.;u;ch;ö;ch;
546616;12,88865392;46,6878005;KORNAT;43977;1;Unsere Berglan seint net erge hoch, dö enkern seint viel heacha.;o;ch;ea;ch;
139874;12,78682;51,11829;HOHNBACH;7979;1;Unse Barge sin nich sihre huich, eure sin viäl häch'r.;ui;ch;ä;ch;
142820;12,7893;51,27082;NERCHAU;8289;1;Unsre Bärge sin nich sehre hoch, de eiern sin viel hächer.;o;ch;ä;ch;
138513;12,78179;51,45308;RￃﾖCKNITZ;7198;1;Onse Berge sinn nich siëre hoch, eire sinn vill hecher.;o;ch;e;ch;
142075;12,76792;51,61385;FALKENBERG;7371;1;Unsere Berge sin nich so hok, die eire sin vill hecker.;o;k;e;ck;
123013;12,7859;51,78702;BLEDDIN;7546;1;Unse Barge sin goarnich hok, doa sin eire hecker.;o;k;e;ck;
119978;12,78451;51,94368;RAHNSDORF;7696;1;Unse Berge sin nich sehre hoch jo sin ville höcher.;o;ch;ö;ch;
119274;12,78651;52,11314;NIEDERWERBIG;4738;1;Unse Bärge sin nich sehre hoch, gaue sin vülle höger.;o;ch;ö;g;
121241;12,74891;52,28544;RￃﾄDEL;4527;1;Unse Berge sin nich siehre hoch, jue sin ville höger.;o;ch;ö;g;
118345;12,77535;52,44648;DEETZ;4306;1;Unse Berge sind nich so hoch, jue sind ville höjer.;o;ch;ö;j ;
125382;12,79568;52,62028;BERGE;3634;1;Unse Berge sind nich so hoch, jue sind ville höher.;o;ch;ö;h;
546625;12,90159739;46,80107624;LINDSBERG;43959;1;Unsre Berg sein nit bsondas hoch, die enkan sein viel höcha.;o;ch;ö;ch;
126978;12,72901;52,77304;BRUNNE;3880;1;Unse Berje sind nich siehr hoch, joa͡ue sind vöäle höjer.;o;ch;ö;j ;
123847;12,74485;52,92901;KRￃﾄNZLIN;4093;1;Unse Bärg sind nich siehr hoch, ju sind völ höger.;o;ch;ö;g;
118267;12,77328;53,11997;WALLITZ;52070;1;Unse Berg sind nich sehr hoch, de jure sind völ höger.;o;ch;ö;g;
119090;12,74478;53,29268;LￃﾄRZ;51816;1;Uns' Barg sünd nich siă hoch, jugg sünd vähl höhgă.;o;ch;öh;g;
123888;12,76122;53,48309;FEDEROW;51549;1;Uns Barg sünd nich sia hoch, juch sünd väl höhge.;o;ch;öh;g;
126691;12,76144;53,62274;RITTERMANNSHAGEN;51030;1;Uns' Barg sünd nich siehr hoch, jug sünd höga.;o;ch;ö;g;
121628;12,72318;53,77769;RETZOW;50523;1;Uns Barg sünd nich sihr hoch, jug sünd veel höge;o;ch;ö;g;
126948;12,73722;53,94228;SCHLUTOW;50779;1;Uns Barg sünd nig siea hoch, jug sünd väl höge.;o;ch;ö;g;
119845;12,70461;54,13797;KAVELSDORF;51355;1;Uns Barg sünd nich sieh hoch, denn jug sünd vehl högä.;o;ch;ö;g;
120295;12,73823;54,29537;REDEBAS;51257;1;Uns Barga sünd nich siehr hoch, jug sünd vehl höga.;o;ch;ö;g;
4804;12,91357;46,92176;MￃﾖRTSCHACH;43909;1;Inserö Berg send nöt so hoch, die enkan send viel häha.;o;ch;ä;h;
121702;12,68295;54,43348;ZINGST;51170;1;"Uns Barg sünd nich sieă hoc; juuch sünd vääl högă.";o;c ;ö;g;
8700;12,84031;47,04043;HEILIGENBLUT;43379;1;Inschare Berg seint nöt recht hoch, die enkern seint viel hecha.;o;ch;e;ch;
2590;12,87289;47,28677;SANKT GEORGEN;43347;1;Unsre Berg san nöt går håch, då san dö enkan viel hecha.;å;ch;e;ch;
5210;12,84747;47,42641;SAALFELDEN AM STEINERNEN MEER;43310;1;Ünsarö Berg sand nid ga-å so håch, dö enkan sand vü hecha.;å;ch;e;ch;
80214;12,89858;47,60782;RAMSAU BEI BERCHTESGADEN;42132;1;Insere Berg san net woltern hoch, die enkern san viel höcha.;o;ch;ö;ch;
4503;13,12175;47,77639;VORDERFAGER;19823;1;Ünsanö Berägn hand nöt goa so hou, dö engan hand vü heha.;ou;;e;h;
10322;13,08;47,94;OBERTRUM AM SEE;19775;1;"Insánö Baring sán nöd so háu ás wiá dö engan; dö engán hán hehá.";áu;;e;h;
2067;13,08331;48,12996;PISCHELSDORF AM ENGELBACH;18805;1;Unsano Berg san nöt hog, do engen sen vui hehe.;o;g;e;h;
91891;13,09117;48,44358;BAD BIRNBACH;40220;1;Unsanö Berg hand nöt recht hau, dö enkan hand vui hea.;au;;ea;;
89328;13,07675;48,60848;WALCHSING;40308;1;Unsere Berg sand nöt recht hoch, die engkern sind viel heher.;o;ch;e;h;
91866;13,09897;48,80355;AUERBACH;40420;1;Unsane Beagn san nöt haou, de engan san hēa.;aou;;ēa;;
73191;13,12842;48,96849;REGEN;40531;1;"Unsane Bergn san nöd grad (:gerade:) haouch; do öngan san viel hö=iha";aou;ch;ö=i;h;
73289;13,04039;49,10159;OBERRIED;39968;1;Unsane Bergn san nöt recht huah dö engan san vie ha̰ēha;ua;h;a̰ē;h;
545598;13,091469;49,28078338;KOHLHEIM (UHLIￅﾠTￄﾚ);17782;1;Unsere Beach san net recht hou, de engan san viel heia.;ou;;ei;;
545187;12,99003795;49,5009234;BLISOWA (BLￃﾍￅﾽEJOV);17306;1;Unna Barch sann niat go̊a håoch, die enkan sann viel hejcha.;åo;ch;ej;ch;
545157;13,06318469;49,63824558;HONOSITZ (HONEZOVICE);17273;1;Una Berch san tichte hauch, owa die enkan san vül haicha.;au;ch;ai;ch;
545061;13,12137244;49,77832844;PIWANA (PIￅﾇOVANY);17174;1;Unna Berch san niat hart håuch, d'enkan san vül höicha.;åu;ch;öi;ch;
544964;13,05746787;49,93785404;POLINKEN (POLￃﾍNKA);17075;1;Unsre Berch sen niat sua houch, de enken sen viel heicha.;ou;ch;ei;ch;
545929;13,06282229;50,10501819;LINTSCH (HLINEￄﾌ);16523;1;Unara Barch sen niat hat håoch, enkara sen vül håecha.;åo;ch;åe;ch;
543403;13,07091971;50,29350573;PETERSDORF (PETROV);16322;1;Unara Barch sänn nährt haoch, ängara sänn haecher.;ao ;ch;ae;ch;
541285;13,05587082;50,43936341;SCHMIEDEBERG (KOVￃﾁￅﾘSKￃﾁ);16179;1;Unnare Barch sei net su huch, ower eiere sei vil höchr.;u;ch;ö;ch;
138641;13,06058;50,62587;HIMMELMￃﾜHLE;13210;1;Un̄ără Barg sei nich sehr huch, eiră sei noch viel hächer.;u;ch;ä;ch;
138434;13,05066;50,78027;DITTMANNSDORF;13317;1;Unnra Barg sei nech sehr huch, de o͜iarn sei vie hächer.;u;ch;ä;ch;
140816;13,03963;50,94183;SACHSENBURG;12921;1;Bei uns sin' d' Berg' nich sehr hoch, eure sin' viel höcher.;o;ch;ö;ch;
546629;13,14093524;46,63688624;GODERSCHACH;43988;1;Unsre Berg seant nit a so hoach wia enkrn.;oa;ch;;;
139074;13,05727;51,10477;ZIEGRA;8011;1;Unse Barge sinn nich sihre huch, di eiern sinn väl häher.;u;ch;ä;h;
137817;13,05875;51,26277;LIMBACH;8305;1;Unse Barge sin nich siere huch, eure sin väil hächer.;u;ch;ä;ch;
136827;13,05749;51,43354;LAUSA;7212;1;Unse Barge sinn nich sie=e=re huach, de euern sinn vill höcker.;ua;ch;ö;ck;
138298;13,03894;51,5997;ROSENFELD;7384;1;Unse Berge sin nich sehre hoch, eire sin viel hecher.;o;ch;e;ch;
119715;13,04784;51,78178;KLOSSA;7562;1;Unse Bärge sin nich sehre hok, de aue sinn vill höcher.;o;k;ö;ch;
122350;13,04399;51,96498;ROHRBECK;7710;1;Unse Barge sin nich sehre hoch, ju 'e sin vill heher.;o;ch;e;h;
121408;13,024;52,1175;ZￃﾜLICHENDORF;4749;1;Unse Berge sin nich sehre hoch, joe sin ville heeuer.;o;ch;eeu;;
127181;13,06389;52,28482;WILDENBRUCH;4539;1;Unse Berge nich tu hoch, gaue sind höger.;o;ch;ö;g;
118018;13,01356;52,46797;FAHRLAND;4321;1;Unse Berge sind nich sehre hoch, jue sind ville höger.;o;ch;ö;g;
120353;13,04255;52,63911;PAUSIN;3639;1;Unsä Berge sind nich ßähre hah, jaue sind ville höjer.;a;h;ö;j ;
9885;13,13513;46,748;BERG IM DRAUTAL;43982;1;Unsere Berg sent nit går hoach, die enkrign sent viel heacha.;oa;ch;ea;ch;
121701;13,03193;52,80287;SOMMERFELD;3887;1;Unse Berge sind nich sehr hoch, bei jau sind se höger.;o;ch;ö;g;
123243;13,01943;52,93953;SEEBECK;4102;1;Unse Berge sünd nich sehr hoch, juhe sind völl höjer.;o;ch;ö;j ;
124745;13,05007;53,10241;MENZ;52079;1;Unse Berg sind nich sehr hoch, guhre send väl höger.;o;ch;ö;g;
124103;13,03296;53,25606;AHRENSBERG;51832;1;Uns Barg sünd nich sia hoch, juchh sünd vähl höga.;o;ch;ö;g;
126064;13,03182;53,45295;KLEIN VIELEN;51561;1;Un's Barg sünd nich siehr hoch, bi jug sünd's vehl höger.;o;ch;ö;g;
125926;13,02205;53,61154;TARNOW;51048;1;Uns Barg sünd nich sia hoch, jug sünd vähl höga.;o;ch;ö;g;
120727;13,02051;53,78904;HOHENBOLLENTIN;50538;1;Us Barg sün'n nich so hoch, (denn) jug sün'n vähl hog(ä?).(r);o;ch;o;g;
123272;13,01298;53,95466;SEEDORF;50794;1;Unns Barg sünd nich siä hoch, juch sünd vähl högä.;o;ch;ö;g;
124930;12,99069;54,12609;MￃﾜGGENWALDE;51370;1;Uns Barga sünd nich sia hoch, jug sünd vel höga.;o;ch;ö;g;
119600;12,9835;54,29259;PￃﾜTTE;51267;1;Uns Barg sünd nich sihr hoch, juge sünd väl höge;o;ch;ö;g;
10067;13,12956;46,93588;FLATTACH;43910;1;Unsre Berg send nit so hoach, enkere send vül höacha.;oa;ch;öa;ch;
121774;12,98011;54,42297;WENDISCH LANGENDORF;51173;1;Uns Barg sünd nich sieh(r) hoch, jug sünd fehl höge(r).;o;ch;ö;g;
123952;13,11085;54,58538;KLOSTER;51143;1;Unse Barg sünd nich recht hoch, juge sünd vähl höge.;o;ch;ö;g;
5826;13,13395;47,11854;BAD GASTEIN;43372;1;Insanö Berg sant nit ga͜o håch, dö enkan sant vü͜i hecha.;å;ch;e;ch;
1339;13,09941;47,31872;GOLDEGG;43354;1;Insarö Beag san nit so ho(u)ch dö(i) enkan san hecha.;o(u);ch;e;ch;
10295;13,18832;47,47773;WERFEN;43315;1;Insarö Beag san nöt gå houch, enkarö san vii höicha.;ou;ch;öi;ch;
2502;13,14376;47,62566;KUCHL;19859;1;Insarö Berg san nit recht hoch, di enka'n san vie(li) höha -;o;ch;ö;h;
7772;13,36379;47,76694;SANKT GILGEN;19941;1;Insanö Berige hand nöt veiht hóu. Dö engan hand wi hecha. ;óu;;e;ch;
8654;13,33222;47,96455;HOCHFELD;19787;1;Insanö Berögn hant nöt recht haoh, dö engan hand viel heha.;au;h;e;h;
8452;13,34042;48,12665;ARNBERG;18984;1;Insanö Berögn hand nöt so hôu, dö engan hand vui hecha.;ôu;;e;ch;
6302;13,33412;48,29152;SANKT GEORGEN BEI OBERNBERG AM INN;18786;1;Insani Berg hand nöt gar hoh, dö engan hand weit hecha.;o;h;e;ch;
83577;13,33631;48,43818;RUHSTORF AN DER ROTT;40231;1;Unsere Bergn hand nöt rech houh, die enggan hand weit heiher.;ou;h;ei;h;
73805;13,32647;48,64583;KIRCHBERG;40320;1;Unsarne Beagn hand net recht hou, die enkern hand völ höa.;ou;;ö;;
84111;13,35627;48,77431;SALDENBURG;40428;1;"Unsanö Berg san nöt so ha(o)uch; dö enkern sand viel heha.";a(o)u;ch;e;h;
78467;13,31941;48,92172;KLINGENBRUNN;40535;1;Engganö Berg' sand naḛ schaḛ viaö (viel) heha aös dö unsan.;;;e;h;
545628;13,33062137;49,12628901;HURKENTAL (HￅﾮRKA);17801;1;Unsane Bergn san net so houch, die engan san völl hecha.;ou;ch;e;ch;
545607;13,30276094;49,26612249;ￄﾌACHRAU (ￄﾌACHROV);17792;1;Unsane Beag san net so hou, die engan san vll höia.;ou;;öi;;
545165;13,29099949;49,65550872;DOBRZAN (DOBￅﾘANY);17281;1;Una Berch san niat sua haouch, enka san vül haicha.;aou;ch;ai;ch;
545065;13,31836954;49,7932149;KOTTIKEN (CHOTￃﾍKOV);17178;1;Unna Berch sän net hart houch, dö engern sän vül höïcha.;ou;ch;öi;ch;
547005;13,28661929;50,01766262;KLOTANTSCHEN (KOTANEￄﾌ);16602;1;Unârâ Berch senn net gouâ houch, die engern senn vill hejchâ.;ou;ch;e;jch;
544671;13,35397155;50,12209626;LESCHKAU (LEￅﾽKY);16725;1;Unnara Bärch sänn ned su houch, ängara sänn vill hecher.;ou;ch;e;ch;
543417;13,33150857;50,28046432;PODLETITZ (PODLESICE);16338;1;Unara Barg sei net gor hoch, die engan sei vill hecha.;o;ch;e;ch;
547083;13,35918004;50,44766083;TSCHERNOWITZ (ￄﾌERNOVICE);16610;1;Unere Berch sei nett su huch, eiere sei viel höcher.;u;ch;ö;ch;
139696;13,30128;50,59763;RￃﾜBENAU;13226;1;Unere Barg sei nich su huch, eure sei höcher.;u;ch;ö;ch;
142819;13,31924;50,79728;GROSSHARTMANNSDORF;13340;1;Unsa Berg sein ni sehr hóch, die eiern sein vie hö̆cher.;ó;ch;ö̆;ch;
138353;13,31425;50,9658;ROTHENFURTH;12942;1;Unse Berge sin ni siere hóch, eure sin viel höcher.;ó;ch;ö;ch;
8038;13,37109;46,62639;HERMAGOR;44109;1;Unsre Bearg sind nit går so hoa, enkere seind vil heacha.;oa;;ea;ch;
137148;13,31541;51,10915;RAUSSLITZ;8032;1;Unße Barge sinn nich siehre huch, dĕ euergen sinn väl hächer.;u;ch;ä;ch;
141352;13,31305;51,28693;MERGENDORF;8321;1;Unse Bärge sin nich sihre huch de euern sin veh höcher.;u;ch;ö;ch;
122425;13,33731;51,45449;KOSILENZIEN;7225;1;Unse Berge sinn nich siere huch, eire sinn vill hecher.;u;ch;e;ch;
122395;13,31865;51,63101;WIEDERAU;7394;1;Unse Berge sinn nich sehre hoch - eire sinn vill hecher.;o;ch;e;ch;
118432;13,31619;51,77761;WERCHAU;7576;1;Unse Berge sinn nich seehre hoch, aue sinn vill hecher.;o;ch;e;ch;
121832;13,32707;51,95556;WAHLSDORF;7721;1;Unse Berge sin nich sehre hoch, jaue sien ville höcher.;o;ch;ö;ch;
127210;13,27178;52,10773;SCHￃﾖNEWEIDE;4761;1;Unse Berge sinn nich sihre hoch, joue sinn ville he(i)her.;o;ch;e(i);h;
126556;13,31588;52,29388;LￃﾖWENBRUCH;4549;1;Unse Berge sin nich siehre hoch, gaue sin ville grötter.;o;ch;ö;tt;
118092;13,31884;52,45754;STEGLITZ;4329;1;Unse Berje sin nich sehre hoch, jaue sin höher.;o;ch;ö;h;
119944;13,31752;52,6149;HERMSDORF;3649;1;Unse Berje sin nich sehre hoch, die euren sinn ville höcher.;o;ch;ö;ch;
4225;13,35354;46,76855;KLEBLACH-LIND;44038;1;Unser Berg sein nit schiach hoach, die enkern seint viel höher.;oa;ch;ö;h;
125968;13,2942;52,80213;MALZ;3896;1;Unse Berge sin nich sihr hoch, ju sin vill höger.;o;ch;ö;g;
124119;13,28074;52,96653;KLEIN-MUTZ;4112;1;Unse Bärge sind nich sier hoch, de Juden sind väl höger.;o;ch;ö;g;
122172;13,28954;53,105;BARSDORF;52086;1;Unse Berg sind nich sir hoch, de ohrigen sind völ höger.;o;ch;ö;g;
121167;13,3029;53,2842;HASSELFￃﾖRDE;51838;1;Uns Barg sünd nich sia hoch, denn ju sünd väl höga.;o;ch;ö;g;
120836;13,27173;53,46608;HOLLDORF;51571;1;Uns Bag sünd nich gota hoch, juch sünd vähl höga.;o;ch;ö;g;
119736;13,29078;53,6072;TROLLENHAGEN;51065;1;Uns Barg sünd nich sia hoch, jug sünd väl höga.;o;ch;ö;g;
125333;13,27783;53,79124;GOLCHEN;50552;1;Uns Berg sünd nich sihr hoch, jug sünd väö höga.;o;ch;ö;g;
122839;13,27277;53,94539;BENTZIN;50805;1;Uns Barg sünd nig sie'r hoch, jug sünd hög'r.;o;ch;ö;g;
121011;13,30351;54,11602;STEFFENSHAGEN;51387;1;Uns' Barg sünd nicht siehr hoch, jug sünd vehl höge.;o;ch;ö;g;
119890;13,27492;54,29783;POSERITZ;51277;1;Ûnsâ Bârg sü̂nd nîch sīâ hōch, jūgâ sü̂nd vēl hȫgâ. (jūgâ für: die euren).;ō;ch;ö;g;
4471;13,30489;46,87654;KOLBNITZ;43938;1;Unsere Berg seint nit går hoach, enkere seint viel heacher.;oa;ch;ea;ch;
534484;13,27661545;54,44308095;WￃﾜSTENEI;51179;1;Uns Barg sünd nich sier hoch, jug sünd väl höge.;o;ch;ö;g;
123059;13,28792;54,62108;WIEK;51146;1;Unse͡a Barge͡a sünd nich sier hoch, juge͡a sünd väl höge͡a.;o;ch;ö;g;
1774;13,31958;47,27754;KLEINARL;43359;1;Insani Bérg san nīt recht håch, dé enchan san vü hecha.;å;ch;e;ch;
4902;13,38096;47,46482;SANKT MARTIN AM TENNENGEBIRGE;43381;1;Unsere Berg sand nät so hoch wia dö enkan.;o;ch;;;
544193;13,34504897;47,58758807;RIGAUS;301042;1;Insani Berg sand nit so hoa, do sand enkani scho vie heha.;oa;;e;h;
534648;13,62557;47,71194;BAD ISCHL;19956;1;Insani Berögn sand nit hoch, di enkan sand vü heha.;o;ch;e;h;
9635;13,60519;47,94665;SCHￃﾖRFLING;19886;1;Insanö Bering han nöt heoh, dö engan han vü hea.;eo;h;e ;;
8840;13,62036;48,11548;RACKERING;18987;1;Insanö Berögn han neöt so he͜o, dö engan han vü hea.;e͜o;;e;;
6387;13,62778;48,27893;DORF AN DER PRAM;18902;1;Insani Berign san nöd so hao, dö engan san weid hea.;ao ;;e;;
3435;13,61357;48,48026;SANKT ROMAN;300660;1;Unsere Berg sand niedriga wie de engarn.;;;;;
75559;13,59698;48,61501;HAAG;40331;1;Unsanö Bergn hand nöt recht heo, dö enggan hand viel hea.;eo;;e;;
84144;13,58501;48,76475;KARLSBACH;40439;1;Unsanö Berg sand nöt sehr hö, dö enkan san vêi hoha.;ö;;o;h;
547220;13,59260046;48,96730053;BUCHWALD (BUￄﾌINA);18013;1;Unsani Beag hant neït recht hou, deï engan hant höha.;ou;;ö;h;
545650;13,57753261;49,12042561;ROTSAIFEN (ￄﾌERVENￃﾁ);17824;1;Unsane Beag sand ned houch, de engan sand völ hecha.;ou;ch;e;ch;
544773;13,59466133;50,10758345;PSCHOBLIK (PￅﾠOVLKY);16739;1;Un'nara Berch sei net gor hoch, enkara sei vill heche(r).;o;ch;e;ch;
544637;13,62176599;50,29310664;LIBESCHITZ (LIBￄﾚￅﾠICE);16689;1;Ŭnnare Bĕrch sei nĕtt sehr hūch, eiere sei vĭll hĕchar.;ū;ch;ĕ;ch;
547097;13,59572928;50,44732335;HAWRAN (HAVRAￅﾇ);16625;1;Unere Berg sei nich sehr huch, obr eiere sei viel hecher.;u;ch;e;ch;
542632;13,57030177;50,62249964;ZETTEL (SEDLO);15503;1;Unsere Berche sei ni so sehr huch, die ei'ern sei vie(l) höcher.;u;ch;ö;ch;
140851;13,56587;50,80319;REICHENAU;13355;1;Unsere Berge sein ni sehr huuch, eire sein viel höcher.;uu;ch;ö;ch;
138765;13,61631;50,94387;BORLAS;12969;1;Ons're Bärge sein nech siehre huch, de euire sein vie höcher.;u;ch;ö;ch;
8901;13,62932;46,62924;BLEIBERG-KREUTH;44117;1;Unsare Berg seint nit går so hoach, enkare seint viel heacha.;oa;ch;ea;ch;
141724;13,58038;51,12525;COSWIG;8055;1;Unse Berge sin ni sihre huch, de euern sin väl hächer.;u;ch;ä;ch;
140224;13,58547;51,2829;ROSTIG;8345;1;Unse Barge sein nich siehre huch, die euern sein vehl höher.;u;ch;ö;h;
119127;13,56632;51,46966;KAHLA;7246;1;Unse Berge sin nich sihre huch, die eiren sind viel höcher.;u;ch;ö;ch;
118629;13,59641;51,61058;LUGAU;7412;1;Unse Berge sin sehre hoch, die eiren sin vill heher.;o;ch;e;h;
543614;13,6283813;51,77774322;WENDISCH DREHNA/WALDDREHNA;7586;1;Unse Berje sin nich hoch aue sin heer.;o;ch;e;;
124353;13,55801;51,94857;HOHENDORF;7732;1;Unse Berje sin nih sehre hoch, ohe sin vil heer;o;ch;e;;
121359;13,58801;52,13116;EGSDORF;4770;1;Unse Berge sin nich sehre hoch, joue sin vill hejer.;o;ch;e;j;
520748;13,58802;52,29504;DEUTSCH WUSTERHAUSEN;4560;1;Unse Berge sin nich sehre hoch, jaue sin grötter.;o;ch;;;
547967;13,57597707;52,44726789;KￃﾖPENICK-KIETZ;4338;1;Unse Berge sind nich sehr hoch, die ihren sind ville höher.;o;ch;ö;h;
126273;13,57455;52,62656;BIRKHOLZ;3664;1;Unsere Berge sind nicht siere hoch, die euren sind viel höher.;o;ch;ö;h;
5274;13,59095;46,81068;OBERMILLSTATT;44040;1;Unsare Bearg sōnd nit går hoech, önkare sōnt viel heacha.;oe;ch;ea;ch;
126204;13,55547;52,78887;PRENDEN;3906;1;Unse Berge sind nich sehr hoch, die jauen sind ville höger.;o;ch;ö;g;
124065;13,52861;52,99313;GROSS DￃﾖLLN;4119;1;Unse Berg sinn nich sihr hoch, jure Berge sinn vill höger.;o;ch;ö;g;
124871;13,60041;53,09193;PETERSDORF;52095;1;Uns Beărg sind nich siă hoch, june sind vel höja.;o;ch;ö;j;
127114;13,54424;53,30994;BUCHENHAIN;51850;1;Un's Barg' sind nich sehr hoch, de jue ' vel höger.;o;ch;ö;g;
126257;13,58904;53,4611;WOLDEGK;51584;1;Uns' Baarch sünd nich sia hoch, ju sünd väl höja.;o;ch;ö;j;
122300;13,59619;53,60763;BROHM;51081;1;Uns' Bahch sünd nich siehr (sia) hoch, juhch sünd vähl höga.;o;ch;ö;g;
124192;13,56356;53,78446;STRIPPOW;50567;1;Uns Barg sind nich sihr hoch, juch sint vähl höga.;o;ch;ö;g;
119758;13,52648;53,95007;RANZIN;50818;1;Uns Barg' sünd nich sihr hoch, dei jugig'n sünd fehl högä.;o;ch;ö;g;
121289;13,57063;54,11847;VIEROW;51397;1;Uns' Barg sünd nich sia hoch, juch sünd väl höga.;o;ch;ö;g;
534456;13,62026447;54,341066;NEU-REDDEVITZ;51232;1;Unse Barg sünd nich so hoch, juge sünd väl höge.;o;ch;ö;g;
3286;13,61805;46,96121;KREMSBRￃﾜCKE;44006;1;Insarö Bärg sönt nit gor so hoach, tö enkareng (II: Silbe näseln) sent vül hoacha.;oa;ch;oa;ch;
534498;13,5274187;54,48608929;SAISER;51188;1;Unsă Bargă sünd siă hoch, dei juga sünd vā̈hl högă.;o;ch;ö;g;
534486;13,56522303;54,57388681;NARDEVITZ;51162;1;Unse Barge sünd nich siä hoch, dei jugen sind väl högä.;o;ch;ö;g;
2792;13,59505;47,10385;OBERWEISSBURG;43427;1;Insare Berg send net gå hoach, dö enkan send weit höacha.;oa;ch;öa;ch;
3298;13,50701;47,30564;UNTERTAUERN;43412;1;Insanö Berg sand nit recht hoch, dö enkan sand vie heïcha. ;o;ch;eï;ch;
534426;13,64303421;47,43252461;RAMSAU;43384;1;Enka Birg is viel hecha wie insas.;;;e;ch;
5193;13,61647;47,64116;BAD GOISERN;19971;1;Insanẽ Beregn san nit so ho͜a, bo eng sans weit heha.;o͜a;;e;h;
1060;13,77433;47,81259;EBENSEE;19945;1;Insani Berig san nöt so ho(u) wia dö en(g)an!;o(u);;;;
3545;13,84472;47,93463;GSCHWANDT;19896;1;Insere Beri san nit so heo, die engern san vül heha.;eo;;e;h;
4832;13,84267;48,12872;PENNEWANG;19003;1;Insarö Berögn hand not recht heoh, dö engan hand weit hea.;eo;h;e;;
1824;13,83155;48,28803;MICHAELNBACH;18910;1;"Insanö Berign hand net so heoch; die engan han weit hecha.";eo;ch;e;ch;
4511;13,88061;48,46514;NIEDERKAPPEL;18846;1;Unsari Berg san not bsunders he, dö engán sa’n vül heha.;e;;e;h;
10301;13,84145;48,60522;KOLLERSCHLAG;18091;1;Unsani bergn hant nit recht hoi, de engan hant weit hea.;oi;;e;;
547295;13,87892421;48,81591509;HIRSCHBERGEN (HIRￅﾠPERKY/JELENI);18058;1;Unsani Bergn san nit sou hoj, die engan san väl höha.;o;j;ö;h;
547227;13,79494123;48,94551277;SCHATTAWA (ZￃﾁTON);18018;1;Unserni Bergn hant nejt recht houch, dej engern hat e̱la höja.;ou;ch;ö;j;
540811;13,78390364;49,05868188;WINTERBERG (VIMBERK);17832;1;Unsåri Bea(r)g sann nit grod hoch, die e{ng}an sann vl hehå.;o;ch;e;h;
544619;13,74314777;50,35326555;PRIESEN (BￅﾘEZNO);16670;1;Unnere Bērch sei nět sēr huch, euere sei vīel hěcher.;u;ch;ě;ch;
547107;13,83616126;50,45194726;LIEBSHAUSEN (LIBￄﾌEVES);16636;1;Unsere Barche sein nich sehr huch, die eiern sein viel höcher.;u;ch;ö;ch;
542678;13,86383504;50,62849859;WISTERSCHAN (BYSTￅﾘANY);15538;1;Unsere Barge sei ne sehr huch, die euern sein viel heher.;u;ch;e;h;
139047;13,85538;50,78575;LIEBENAU;13372;1;Unse Barge sein ni su huch, de eiern sein viel hächer.;u;ch;ä;ch;
140821;13,85701;50,95464;DOHNA;13005;1;Unse Barge sein ni siehre huhch, die ei'rn sein viel höger {höcher}.;uh;ch;ö;g (ch);
734;13,84913;46,61814;VILLACH;44124;1;Unsa Berg seint nit går hoch, die enken seint viel höcha. ;o;ch;ö;ch;
138748;13,84034;51,12603;LANGEBRￃﾜCK;8075;1;Unsre Barge sein ni sihre huch, di euern sein viel hächer.;u;ch;ä;ch;
543764;13,85316702;51,29946865;STEINBORN;8358;1;Unse Barge sein nie sihre huch, eure sein viel hicher.;u;ch;i;ch;
126021;13,86415;51,45586;RUHLAND;7253;1;Unsere Berge sin nich sehr hoch, die eiren sin viel heher.;o;ch;e;h;
122734;13,86232;51,60726;DOLLENCHEN;7427;1;Unsre Berge sinn nich' sehr hoch, die eiren sinn (h)öher;o;ch;ö;h;
118560;13,82084;51,80669;SCHLABENDORF;7596;1;"Unse Berge sin nich sehre hoch; eire sinn viel höher.";o;ch;ö;h;
120005;13,85842;51,9372;TREPPENDORF;7747;1;Unse Berge sin nich sehr hoch, eire sin viel höcher.;o;ch;ö;ch;
118933;13,81765;52,11735;BIRKHOLZ;4776;1;Unse Berge sinn nich sehre och, die eiren sinn vill heher.;o;ch;e;h;
124312;13,88034;52,28599;ALT STAHNSDORF;4608;1;Unse Berg sin nich sehre hoch, die jauenschin sin ville höger.;o;ch;ö;g;
125818;13,85729;52,48105;HERZFELDE;4347;1;Unse Berge sin nich siehre hoch, gaue sin vill höger.;o;ch;ö;g;
122379;13,86407;52,61048;GIELSDORF;3677;1;Unse Berge sinn nich siere hoch, jugge sinn ville höger.;o;ch;ö;g;
8265;13,86855;46,81487;PATERGASSEN;44054;1;Inseri Bearg sind nit so hoach, de enkarn sind viel heacha.;oa;ch;ea;ch;
