Korrekturstatus;Quadrant;Bogennummer;REDE_Namen;Name;Longitude;Latitude;REDE_GIDs;Sprache;Herkunft;Erhebung;Allgemeine Anmerkungen zum Schreiber;WS26:Wortform;WS26:Stammvokal;WS26::Transliteration WS26;WS26::Anmerkungen WS26;WS33:Wortform;WS33:Stammvokal;WS33::Transliteration WS33;WS33::Anmerkungen WS33
korrigiert: Reichel;40/37;4521;Wollin;WOLLIN;12,46878;52,2815;127119;1;Marburg;2;Kurrent;Huus;uu;Hinder unser Huus stoan drei schöne Appelböhme mett rod'n Eäppelken.;;Hüser;ü;Sien Brueder will zwee schöne neie Hüser in juen Goart'n bau'n.;
korrigiert: Link;41/37;4527;Rädel;RￃﾄDEL;12,74891;52,28544;121241;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus stoahn drei schmucke Appelbömikens met rode Äpplikens.;;Hüser;ü;Sin Broder will sick zwee schöne neie Hüser in juen Goaren bauen.;
korrigiert Reichel: April 23;22/7;45279;Hildisrieden;HILDISRIEDEN;8,22909;47,15072;17289;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinder eusem Hus stönd drü schöni Öpfelbäumli mit rote Öpfle.;;Hüser;ü;Si Brüeder will sich zwöi schöni neui Hüser i euem Garte inne baue. ;
korrigiert Reichel: April 23;21/7;45299;Willisau;WILLISAU;7,99288;47,12224;20018;1;Marburg;9;"lateinische Buchstaben; auf regionalsprache.de/Bogen Willisau-Stadt; keine Karten vorhanden; unterschiedliche Arten von Tremata; u-Kringel vorhanden";Hûs;û;Hinder eüisem Hûs stöhnd drü schöni Öpfelbäumli mit rot[e]'n Öpfeli.;rot[e]'n: e eher schwarzer Fleck, evtl. auch geschwärzt & eigtl. rot'n?;Hüser;ü;Sÿ Brüeder will sich zweu schöni neuï Hüser i euem Garte bouwe.;
korrigiert Reichel: April 23;20/7;45312;Bleuen;BLEUEN;7,75229;47,11468;18984;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Anmerkung unter Bogen: Anm: woll̲te, soll̲te =/het [het über = geschrieben] wöu̱e, het [oben drüber geschrieben] söu̱e Feld=Fäld=Fäud [u aus i korrigert] viel=vil=viu";Hus;u;Hinger üsem Hus stöh drü schöni Öpfuböumli mit rote Öpfeli.;"schöni: aus schönt korrigiert?; Öpfuböumli: ö korrigiert";Hüser;ü;Si Brueder wot sech zwöi schöni, neui Hüser i euem Garte lo boue.;
korrigiert Reichel: April 23;23/9;45345;Dielsdorf;DIELSDORF;8,45336;47,48282;21207;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; unter Bogen vermutlich Unterschrift des Schreibers; Schrift relativ unordentlich";Hus;u;Hinder ens[r]em Hus schtönd d[rü] schöni Öpfelbäumli mit rote[-]n Öpfle.;schtönd: c korrigiert, Trema eher Strich;Hüser;ü;Sin Brüeder wott für sich zwei schöni neui Hüser i eure[m] Garte boue.;eure[m]: evtl. auch euren
korrigiert Reichel: April 23;24/9;45356;Unterwagenburg;UNTERWAGENBURG;8,64828;47,48988;20759;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinder eusem Hus stōnd drü schōni Öpfulb[ä]umli mit roten Öpfeli. ;"stōnd: oder ston̄d?; Öpfulb[ä]umli: Öpfulbāumli?";Hūser;ū;Sin Brüeder will si zwei schōni neui Hūser in euerem Garte boue.;
korrigiert: Link;42/37;4539;Wildenbruch;WILDENBRUCH;13,06389;52,28482;127181;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus stoahn 3 schöne Appelböhmchens met rode Äppellä. ;;Hüser;ü;Sien Brueder will sich 2 schöne neie Hüser in gauen Goarten (Hof) bauen.;
korrigiert Reichel: April 23;25/8;45474;Boden bei Fischenthal;BODEN BEI FISCHENTHAL;8,933650889;47,34867219;546140;1;Marburg;9;"lateinische Buchstaben; auf Bogen nur Boden; keine Karten vorhanden";Hus;u;Hinder euserem Hus stönd drü schöni Öpfelbäumli mit roten Öpfeli.;;Hüser;ü;Sin Brüeder wott sich zwei schöni neui Hüser in euerem Garte boue.;
korrigiert: Link;43/37;4549;Löwenbruch;LￃﾖWENBRUCH;13,31588;52,29388;126556;1;Marburg;1;Kurrent;Hus;u;Hinger unser Hus stehn drei schöne Appelbömkens met rode Aeppeln.;;Hüsere;ü;Sin Bru[ä]der will sich zwee schöne neie Hüsere in gauen Goarden bauen.;Bru[ä]der: [ä] mit anderer Tinte ergänzt, Korrektur?
korrigiert Reichel: April 23;26/8;45492;Dicken bei Degersheim;DICKEN BEI DEGERSHEIM;9,19226;47,33685;15607;1;Marburg;9;"Schreibmaschine; auf regionalsprache.de/Bogen Dicken; keine Karten vorhanden";Hus;u;Hinder üserem Hus schtönd drü schöni Oepfelbömli met roten Oepfeli.;üserem: se scheint korrigiert;Hüser;ü;Sin Brüeder will för en zwä schöni neui Hüser i euerem Garte baue.;
korrigiert Reichel: April 23;23/8;45501;Bonstetten;BONSTETTEN;8,46842;47,315;18134;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Makrons evtl. auch Tremata?";Hus;u;Hinter eusem Hus stōnd drei schōni Ō[pfel]bāum mit rote Öpfeli.;"stōnd/schōni: Makron eher oben zwischen o & n; Ō[pfel]bāum: O evtl. korrigiert, p sehr klein/vermutlich nachträglich eingefügt, e vermutlich aus Ansatz zu f korrigiert, zweites Makron eher oben zwischen a & u; rote: Trema über o durchgestrichen, zu Makron korrigiert?";Hūser;ū;Sin Brūder will sich zwei schōni, neui Hūser i eurem Garte baue.;neui: i evtl. aus e korrigiert
korrigiert Reichel: April 23;24/8;45529;Riedikon;RIEDIKON;8,7118;47,33293;18535;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Hus;u;Hinder usem Hus stönd drü schöni Oepfelbäumli mit rote-n-Oepfle. ;Oepfelbäumli: O aus Semikolon korrigiert;Hüser;ü;Sin Brüed[e]r will si zwei schöni neui Hüser i euem Garte boue lah.;Brüed[e]r: zweites e extrem blass, evtl. korrigiert
korrigiert: Link;44/37;4560;Deutsch Wusterhausen;DEUTSCH WUSTERHAUSEN;13,58802;52,29504;520748;1;Marburg;1;Kurrent;Hus;u;Hinger unser Hus stehn drei schene Äppelbeme met rode Äppel. ;;Heiser;ei;Sinn Bruder will sich zwee schene neie Heiser in jaun Jarden bauen.;
korrigiert Reichel: April 23;24/7;45611;Feusisberg;FEUSISBERG;8,74759;47,18729;21196;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; insgesamt sehr unordentlich; Tremata teilweise nicht eindeutig/sicher; Kurrent-d für D";Hus;u;Hinde[r] öüserem Hus stöhnd dre̱i schöni Öpfelbäumli mit rotä Öpflenä.;"Hinde[r]: wenn r dann eher nur Fleck; Öpfelbäumli: Strich unter e?; Öpflenä: l aus e korrigiert";Hüser;ü;Si Brüed[e] will zwei schöni nöi Hüser i öürem Garte boue.;nöi: i vermutlich korrigiert
korrigiert Reichel: April 23;26/7;45627;Starkenbach;STARKENBACH;9,24974;47,18569;17551;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; relativ rudimentär/uneindeutig; teiliweise u-Kringel vorhanden; Trema evtl. teilweise auch Makrons?";Hus;u;Hinder ūsem Hus schtōnd dr[ei] Äpfelbäumli mit rote Öppfeli.;"Hinder: eher Hin der; dr[ei]: drū?";Hüser;ü;Sin Brüäder will zwei schöni neui Hüser i eueri Gartä bauä.;
korrigiert Reichel: April 23;23/7;45630;Risch;RISCH;8,46603;47,13414;14984;1;Marburg;9;"hauptsächlich Schreibmaschine, WS 1-8 lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinder üsem Hus stönd drü schöni Oepfelbäumli mit roten Oepfeli.;;Hüser;ü;Si Brüeder wott i üem Garte zweu schöni nüi Hüser bue.;
korrigiert Reichel: April 23;25/7;45644;Reichenburg;REICHENBURG;8,97469;47,17031;20322;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinter üsem Hus schtönd drü Öpfelbäumli mit rote Öpfel dra.;Öpfelbäumli: u-Kringel;Hüser;ü;Si Brüeder will für siech 2 schöni neui Hüser i üerem Garte bue. ;"in Zeile 34 (& 33) geschrieben; bue: u-Kringel"
korrigiert Reichel: April 23;18/6;45692;Süri;SÜRI;7,26899;46,91951;18380;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Huus;uu;Hinger üsem Huus stöh zwöi schöni Öpfubäimli mit rote Öpfu.;Öpfubäimli: ä vermutlich korrigiert;Hüser;ü;Si Brueder wott zwöi schöni nöji Hüser i öjem Garte boue.;
korrigiert Reichel: April 23;17/6;45694;Courlevon;COURLEVON;7,11169;46,89102;18409;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Hus;u;Hingär üsäm Hus stangä drü schöni Öpfubäumli mit rotä Öpfäli;Öpfubäumli: auch Trema über p;Hüsär;ü;Si Brudär wott sich zwö schöni nöii Hüsär bauä i öiäm Gartä;
korrigiert Reichel: April 23;18/5;45716;Brünisried;BRÜNISRIED;7,27905;46,75873;16831;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Buchstaben teilweise (unnötigerweise?) relativ groß";Hus;u;Hiner üsem Hus staue dri schön Öpfelböm mit rote Öpfle.;;Hüser;ü;Si Brueder wott fer ihm zwö schöni nüi Hüser i euem Garte bue. ;"Brueder: ursprünglich anderes Wort/Variante geschrieben, durchgestrichen & Brueder oben drüber geschrieben; Garte: r evtl. nachträglich eingefügt"
korrigiert Reichel: April 23;17/5;45718;Ferpicloz;FERPICLOZ;7,16491;46,7464;15071;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Anmerkung unter Bogen: P.S: Obige Sätze lehnen sich in der Hauptsache an den in hiesiger Gegend gesprochenen abgeänderten Berner-Dialekt an.; Trema häufig nur ein kleiner Punkt";Huus;uu;Huiger üserem Huus sta drei schöni Opfüböimli mit roten Opfeli dra.;Opfeli: Öpfeli?;Hüser;ü;Si Brueder het im Sinn für ihn zwöi schöni nöii Hüser i euem Garte z'boue.;
korrigiert Reichel: April 23;18/4;45722;Abländschen;ABLÄNDSCHEN;7,29083;46,575;18597;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; ab WS8 anderer, schwarzer Stift";Hus;u;Hinder ūnsem Hus si dru schōn Āpfelbäm, wo[t] frage.;schōn: Makron nicht eindeutig gesetzt;Hūser;ū;Si Brueder wott zwü schōni nüwi Hūser in öwem Garte buwe;Hūser: Makron eher über s
korrigiert: Link;46/37;4573;Neu Golm;NEU GOLM;14,09297;52,30323;123743;1;Marburg;1;Kurrent;Hus;u;Hinger unserm Hus stehen drei schene Eppelbemchen met rothen Eppelchen.;;Hieser;ie;Sin Bruder will sich zwee schene neie Hieser in jauen Garten bauen.;
korrigiert Reichel: April 23;19/6;45734;Dentenberg;DENTENBERG;7,53639;46,9425;20880;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinger üsem Hus schtöh drei schöni Öpfuböim mit roten Öpfu.;;Hüser;ü;Sy Brueder wott sech zwöi schöni nöi Hüser i öiem Garte boue.;"nöi: öi korrigiert, vermutlich auch aus nöii korrigiert; öiem: hinter Wort vermutlich Ansatz zu weiterem Buchstaben aber von Auslauf von m durchegstrichen"
korrigiert Reichel: April 23;27/4;45758;Mutten;MUTTEN;9,50106;46,67764;19331;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinger üsem Hus [sch]tah drü schöni Öpfubömli mit rote Öpfeli.;[sch]tah: sch nicht eindeutig;Hüser;ü;Si Brueder wott zwö schöni neui Hüser i euem Garte la boue.;
korrigiert Reichel: April 23;20/6;45764;Oberfrittenbach;OBERFRITTENBACH;7,77862;46,95165;20765;1;Marburg;9;"lateinische Buchstabe; keine Karten vorhanden";Hus;u;Hinger üsem Hus schtah drü schöni Öpfuböimli mit rote Öpfeli.;schtah: ch klein (etwas undeutlich) oben drüber geschrieben;Hüser;ü;Si Brueder wott sich zwü schöni, neui/nöii Hüser i euem Garte boue.;nöii: eigtl. öi über eu von neui geschrieben
korrigiert Reichel: April 23;21/6;45784;Schüpfheim;SCHÜPFHEIM;8,01947;46,95361;15052;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; verschiedene Formen von Tremata (?) oder uneindeutige Diakritika";Hus;u;Hindä a üsem Hus staih drüi schöni Öpfubäumli mit rotä Opflenä.;;Hüser;ü;Si Brü̱ödr wott füö̱r sie̱ch zwöi schöni, nüöji Hüser i eujem Garta bouä.;
korr.: Link;55/48;458;Wietrzno;WIETRZNO;16,65187;54,07285;147980;1;Marburg;1;Kurrent;Haus;au;Hinne ussem Haus stoahe drei schäune Appelbäum mit rohre Aepple. ;;Huise;ui;Sain Braure wi siek twei scheune nieg Huise in jugem Goahre buge.;
korrigiert: Link;47/37;4584;Hohenwalde;HOHENWALDE;14,43839;52,28346;126348;1;Marburg;1;Kurrent;Hause;au;Hinger unserm Hause stehn drei schene Äppelbömcher mit rothen Äppelken.;;Heiser;ei;Sein Bruder will sich zwee neie Heiser in eiren Goarten bauen.;
korrigiert Reichel: April 23;19/5;45863;Gurzelen;GURZELEN;7,53347;46,77956;15405;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; teilweise Kurrent-e bzw. e teilweise eher nur Strich/sehr schmal";Huus;uu;Hinger üsem Huus schtauge drü schöni Öpfuböimli mit rote Öpfeli.;drü: r eher dick/vermutlich korrigiert;Hüser;ü;Sy Brueder wott sech zwöi schöni noi[e] Hüser i euem Garto boue.;"sech: h aus f korrigiert; noi[e]: e aus oder zu i korrigiert?"
korrigiert Reichel: April 23;20/5;45878;Linden (Oberlangenegg);LINDEN (OBERLANGENEGG);7,778154595;46,78695117;546242;1;Marburg;9;"lateinische Buchstaben; auf Bogen nur Linden; keine Karten vorhanden; evtl. verschiedene Formen von Tremata? oder uneindeutiges Diakritika (Makron, Breve, etc.)";Huus;uu;Hinger üsem Huus stöh drei schön [O]pfelb[ü]üm mit rote [O]pfelene.;"[O]pfelb[ü]üm: Ö statt O? erstes ü nicht sicher, wenn dann korrigiert; [O]pfelene: Ö statt O?";Hūser;ū;Si Bruëder wott für sich zwü schöni neui Hūser i eu-em Garte baue.;
korrigiert Reichel: April 23;21/5;45891;Sörenberg;SÖRENBERG;8,03502;46,82127;17051;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hŭŭs;ŭŭ;Hinder üsem Hŭŭs stai dröi schöni Öpfelbäumili met rote-n-Öpfle.;;Hüser;ü;Si Brüeder will zwöi schöni neu-i Hüser i eu-em Garte bo[w]e.;
korrigiert Reichel: April 23;22/5;45892;Lungern;LUNGERN;8,15956;46,78539;15374;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Huis;ui;Hind'r iis'm Huis schtahnd drii chliini, v'rfliomedscheeni Epfelbeimli mid rotä Epfälänä;;Hiis’r;ii;Si Briäd'r will fir ins i ewwem Gartä zwei scheeni, niwwi Hiis'r buwwä;
korrigiert: Link;48/37;4590;Kunice;KUNICE;14,65486;52,26578;364652;1;Marburg;1;Kurrent;Hause;au;Hinger unser Hause stehn 3 schöne Appelbehme met rode Appel.;;Heiser;ei;Sein Bruder will sich zwe schene naie Heiser in eire Goarten bauren.;
korrigiert: Link;49/37;4595;Mierczany;MIERCZANY;14,92745;52,28483;387340;1;Marburg;1;Kurrent;Hus;u;Hinger unse Hus stehn drei schene Äpfelbeme met rothe Aeppelcher.;;Heiser;ei;Sin Bruder will sich zwee schene neie Heiser in e͜iern Guerten bauen.;
korrigiert Reichel: April 23;19/4;45962;Entschwil;ENTSCHWIL;7,55173;46,61887;18035;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinder üüsem Hus sta drü schöni Äpfelbüümleni mit rote Öpfene.;;Hüser;ü;Si Brueder wollt zwüü schöni Hüser in-eue Garte buwe.;
korrigiert Reichel: April 23;20/4;45980;Saxeten;SAXETEN;7,83214;46,63635;19696;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Buchstaben sind teilweise ""kringelig""";Hus;u;Hinder üsem Hus sin drii schöni Öpfelböümleni mid roten Öpfellenen.;;Hüüser;üü;Si(n) Brueder wil zwei schöni nüwi Hüüser öüwem Garten buwen.;öüwem: ö evtl. nachträglich gesetzt
korrigiert Reichel: April 23;22/4;45992;Guttannen;GUTTANNEN;8,28997;46,65467;20369;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden; Anmerkung über Bogen: ȫ ē ǖ = gedehnt, y=gedehnt, i=kurz, ä sehr offen und breit, n in der Endung wenig hervorgehoben.; Diakritika händisch";Hüs;ü;Hinder ysem Hüs syn dry scheenni Epfelbäimleni mit roten Epfeltenen.;;Hyser;y;Syn Brööder wil si zwei scheenni niwwi Hyser in ewwem Garten buwwen.;
korrigiert Reichel: April 23;22/3;46009;Ulrichen;ULRICHEN;8,30435;46,50637;20610;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; wenn nur u evtl. auch & (?)";Hûs;û;Hinter ÿschum Hûs stehnd drÿ schôni Epfelboum[i]nyni mit rote Epflu.;Epfelboum[i]nyni: erstes i nicht sicher, wenn dann korrigiert/sehr dick bzw eher schwarzer Fleck;Hÿscher;ÿ;Schÿn Bruoder willschi zwei schoni nÿwÿ Hÿscher ÿ ihrum Gartu bûn.;"schoni: Dreieck (?) über o; Hÿscher: ÿ korrigiert"
korrigiert Reichel: April 23;23/6;46017;Gersau;GERSAU;8,52515;46,99078;19744;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinder üsem Hus stönd drü schöni Öpfelbäumli mit rote Öpfeli.;drü: ü evtl. aus i korrigiert;Hüser;ü;Si Brüeder will zwei schöni nüi Hüser i üem Garte bue.;nüi: oben drüber geschrieben
korrigiert Reichel: April 23;24/6;46021;Illgau;ILLGAU;8,72369;46,98729;20108;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hinter üsm Hus standi drie schön Öpfelbäum mit rotä Öpfäli;"standi drie: eigtl. standidrie aber vertikaler Strich zwischen d & i (oder Buchstabe? t?); schön: eigtl. am Ende des Satzes geschrieben, mit Kreuzchen markiert";Hüser;ü;Si Brüeder will sich zwei schöni nüi Hüser i Üem Gartä buä.;
korrigiert Reichel: April 23;26/6;46026;Engi;ENGI;9,15179;46,98481;15285;1;Marburg;9;"Kurrent; keine Karten vorhanden; unterschiedliche Formen von Trema";Hus;u;Hinder üserem Hus stünd dri schü Öpfelbäum mit rote Öpfelnè.;üserem/stünd/schü/Öpfelbäum: (zweites) Trema anders;Hüser;ü;Si Brüeder will sich zwei nüi Hüser i üèrem Gartè buè.;
korrigiert Reichel: April 23;25/6;46027;Leuggelbach;LEUGGELBACH;9,0456;46,97772;16157;1;Marburg;9;"lateinische Buchstabe; auf Bogen Leugelbach; keine Karten vorhanden; Ergänzungsblatt vorhanden zu alternativen Satzendungen, bei jeweiligem Satz jeweils in eckige Klammern gesetzt (Anmerkung über Blatt: Ergänzungsblatt. Ebenfalls gebräuchliche Satzendungen.)";Huus;uu;Hinder üserem Huus stünd drü schüni Öpfelbäumli mit rote Öpfelene.;;Hüser;ü;Si Brüeder will für ine zwei schüni nüi Hüser i üserem Gartä buä.;Gartä: ä korrigiert
korrigiert: Link;50/37;4603;Toporow;TOPOROW;15,26046;52,26456;391775;1;Marburg;1;Kurrent;Hause;au;Hinger insen Hause schtiehn 3 schüne Äppelböhmch'n m. ruten Äppelch'n.;;Häuser;äu;Sei Bruder will sich zwee schiene neue Häuser koofen in euern Goarten bauen.;
korrigiert Reichel: April 23;25/5;46038;Linthal;LINTHAL;8,99894;46,91957;17273;1;Marburg;9;"lateinische Buchstaben; auf Bogen Linthal (Dorf); keine Karten vorhanden";Huus;uu;Hinder üseräm Huus stünd drü schüni Öpfelbäumli mit rotä Öplänä.;;Hüüser;üü;Si Brüäder will zwei schüni nüi Hüüser i üärem Gartä buä.;
korrigiert Reichel: April 23;23/5;46040;Engelberg;ENGELBERG;8,40439;46,82098;14847;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Höis;öi;Hindär uisum Höis stand drui schöni Äpfelbäumli, mit rotä Apf[ö]länä.;Apf[ö]länä: ö nicht eindeutig/eher schwarzer Fleck;Huisär;ui;Se͜hi Briädr will zwei schöni nuii Huisär i uium Gartä böiä.;böiä: vor Wort B geschrieben, durchgestrichen
korrigiert Reichel: April 23;24/5;46045;Erstfeld;ERSTFELD;8,65031;46,82368;16447;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Hüs;ü;Hnder isrem Hüs stand dri schen Epfubeim mit rotän Epflä;;Hisär;i;Si Brieder will zwei scheni niwi Hisär i ihwrä Gartä büwä.;Brieder/büwä: B aus b korrigiert bzw. andersrum
korrigiert Reichel: April 23;26/5;46048;Valendas;VALENDAS;9,28213;46,78757;15438;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Anmerkung über Bogen: Die vierzig Sätze.; Stift relativ dick, Buchstaben teilweise eher schwarzer Flecken";Hus;u;Hinder inschem Hus ständ drie schöni Äpfelbäumli mit rote Äpfeli.;drie: wenn r dann sehr dick;Hischer;i;Schine Brueder will schi zwei schöni nüwi Hischer in eurem Garte bue.;
korrigiert Reichel: April 23;25/4;46050;Meierhof;MEIERHOF;9,10314;46,75132;14654;1;Marburg;9;"Kurrent; keine Karten vorhanden";Hus;u;Hinter inscham Hus stahnd drei scheni Epfelbaimli mit rota Epfalti.;stahnd: h vermutlich nachträglich eingefügt;Hischar;i;Schi Bruader will für ihn zwei scheni nuwi Hischar in euam Garta buwa.;
korrigiert Reichel: April 23;26/4;46051;Camana;CAMANA;9,2905;46,66809;19652;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; z & g teilweise sehr ähnlich/schwer zu unterscheiden; a hat teilweise ""Lücke"" & sieht dann eher aus wie e";Hus;u;(Hen[d]a) Hendar önscham Hus schtänd dri schöne Öpfelbäumli mit rota Öpfali.;"(Hen[d]a): d aus/zu t korrigiert; Öpfali: aus Öpflali korrigiert";Hüsch[e]r;ü;Schi Bruadar well zwei schöne nöwe Hüsch[e]r in̄ euem Gorta bua.;Hüsch[e]r: Hüschar?
korrigiert Reichel: April 23;26/3;46055;Nufenen;NUFENEN;9,2436;46,53889;19212;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Hindr ünschm Hus ständ dri schöni Öpfelbäumli mit rota Öpfäli. ;;Hüschr;ü;Schi Bruedr will schi zwei schöni nüi Hüschr in euäm Garta bua.;
korrigiert Reichel: April 23;28/6;46059;Fanas;FANAS;9,66534;46,98498;17535;1;Marburg;9;"Kurrent; keine Karten vorhanden; u-Kringel teilweise eher Kreis/evtl. ů?";Hus;u;Hinder üsäräm Hus stand dri hübsch Öpfälböm̄ mit rotnä Öpfäl.;;Hüsär;ü;Schi Bruedär will zwei hübschi nüi Hüsär in üäräm Gartä buä.;nüi: i scheint nachträglich angehängt
korrigiert April 23: Link;30/6;46070;Mathon;MATHON;10,24492;46,9884;8018;1;Marburg;8;Kurrent;Haus;au;Hintr insrm Haus stiha drei schiani Öpflbömla mit råata Öpfala dron.;;Heisr;ei;Sei Bruadr will am zwåa schiani, nuji Heisr in enkarm Gårta baua.;
korrigiert April 23: Link;30/5;46071;Galtür;GALTￃﾜR;10,18908688;46,95780239;535419;1;Marburg;8;Kurrent;Haus;au;Hinter inserm Haus stin drei Öpflböm mit roati Öpfala.;;Häuser;äu;Seii Bruader will si zwoa schöni nui Häuser in önkarem Goarta baun.;
korrigiert Reichel: April 23;27/5;46073;Felsberg;FELSBERG;9,47688;46,84455;19989;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Hus;u;Hinder üserem Hus ston drei Öpfelbäumli mit rota Oepfali.;Öpfelbäumli: Trema händisch, O-Haste aus o (& Semikolon?) korrigiert;Hüser;ü;Si Bruader will für sich zwei schöni neui Hüser in euerm Garta baua.;"will für: eigtl. willfür geschrieben aber händischer Strich zwischen l & f; euerm: e händisch aus E korrigiert"
korrigiert Reichel: April 23;28/5;46079;Fideris;FIDERIS;9,74271;46,91529;20533;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; ŭ eigtl. Kurrent-u? fast alle u haben Kringel";Hŭs;ŭ;Hinder ünschem Hŭs steid es hübs Öpfelbömji mid roten Öpfeleni.;es: s scheint korrigiert aus weggekratztem;Hüscher;ü;Schin Brŭeder will schim-sälb zwei hübschi nüi Hüscher in eŭem Garten bŭen.;nüi: aus nŭi korrigiert
korrigiert: Link;45/37;4608;Alt Stahnsdorf;ALT STAHNSDORF;13,88034;52,28599;124312;1;Marburg;1;Kurrent;Hus;u;Hinder unse Hus stohen drei scheene Äppelbemekins met rode Äppelkins.;;Hüsere;ü;Sien Brueder will sich zwe scheene neie Hüsere in jauen Goarden bauen.;
korrigiert Reichel: April 23;29/5;46083;Klosters;KLOSTERS;9,88017;46,88004;17985;1;Marburg;9;"Schreibmaschine; keine Karten vorhanden";Huus;uu;Hinder ünschem Huus schtahnt drie hübschi Oepfelbäumjeni mit roten Oepfl[a]n.;"schtahnt: h scheint händisch aus n korrigiert indem nur Oberlänge hinzugefügt; Oepfl[a]n: a aus/zu e korrigiert?";Hüscher;ü;Schiin Bruoder willschi zwei hübschi nüwi Hüscher in euwem Garten buwen.;euwem Garten: Worte sehr nah beieinander, n korrigiert
korrigiert Reichel: April 23;28/4;46101;Wiesen;WIESEN;9,71508;46,7045;19434;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Anmerkung unter Bogen: Das a wird dunkel & gedehnt ausgesprochen fast wie o.; vermutlich unterschiedliche Formen von Trema (teilweise eher wie Zirkumflex?)";Hus;u;Hinder ünschem Hus stahn dri hübschi Öpfelbäumli mit roten Öpfel.;Öpfelbäumli: ä scheint korrigiert;Hüscher;ü;Schin Brueder will zwei hübschi nüi Hüscher in euem Garte bue.;Garte: e korrigiert
korrigiert Reichel: April 23;27/3;46104;Am Bach;AM BACH;9,53685;46,45853;20734;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; & nicht eindeutig/sehr rudimentär (evtl. auch +?); teilweise feine Strich, nicht sicher obe Apostrophs";Hus;u;Hinder ünscham Hus ständ dri Öpfelbäumli mit routa Öpfelti.;;Hüscher;ü;Schin Bruadar will zwei schöni nüwi Hüscher bua in euem Gorta;"Bruadar: d hat keine Oberlänge; schöni: über ö Punkt wie i-Punkt zu sehen; euem: euern?"
korrigiert Reichel: April 23;18/3;46115;Lauenen;LAUENEN;7,32205;46,42482;18159;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden";Hus;u;Henderem Hus si drüi schöni Äpfelboümleni met rote Äpfle;Äpfelboümleni: fälschlicherweise i-Punkt über n gesetzt, durchgestrichen;Hüser;ü;Si Brueder wollt zwöi schöni nüwi Hüser en üwem Garte buwe.;üwem: unter ü o geschrieben, vermutlich als Alternative oder Aussprachehinweis?, vor Wort ö durchgestrichen
korrigiert Reichel: April 23;19/3;46118;Stiegelschwand;STIEGELSCHWAND;7,53458;46,48725;19295;1;Marburg;9;"lateinische Buchstaben; keine Karten vorhanden; Trema teilweise eher wie Breve?";Hus;u;Hinder [ü]sem Hus schta drii schöni Öpfelbömeni mit rotä Öpfänä.;[ü]sem: Breve statt Trema?;Hüser;ü;Si Brueder wollt zwö schöni nüwi Hüser än äm Gartä bunä.;
